id,xdeal,ydeal,,,,
11397,0.195196738,0.591867639,,,,
11398,0.612488978,0.3472665,,,,
11399,0.839843657,0.029598387,,,,
11403,0.695006939,0.307118414,,,,
11404,0.451501452,0.126722267,,,,
11405,0.647155732,0.37894228,,,,
11412,0.763302432,0.00397968,,,,
11414,0.518799224,0.063326863,,,,
11418,0.882353,0.002495832,,,,
11419,0.882353,0.002495832,,,,
11420,0.254716863,0.512135769,,,,
11421,0.805379222,0.068556937,,,,
11422,0.228215331,0.582356433,,,,
11424,0.106703315,0.284441652,,,,
11425,0.536701676,0.695891919,,,,
11426,0.2159801,0.553287375,,,,
11430,0.634288669,0.605213663,,,,
11431,0.159633657,0.60543326,,,,
11432,0.882353,0.002495832,,,,
11433,0.137636849,0.560620325,,,,
11437,0.141061429,0.369501439,,,,
11440,0.882353,0.002495832,,,,
11443,0.811950557,0.065456709,,,,
11444,0.08194382,0.313652674,,,,
11447,0.72251327,0.01077867,,,,
11450,0.882353,0.002495832,,,,
11452,0.197109791,0.478122695,,,,
11453,0.685502568,0.47828803,,,,
11457,0.426884647,0.107584804,,,,
11458,0.19965794,0.526168413,,,,
11459,0.219295775,0.497956733,,,,
11460,0.271361967,0.829387833,,,,
11462,0.023639519,0.647043727,,,,
11464,0.173073888,0.522414015,,,,
11466,0.662929371,0.378179303,,,,
11475,0.687669205,0.277335626,,,,
11476,0.222059252,0.725159796,,,,
11478,0.149462256,0.555429519,,,,
11480,0.230467226,0.584295477,,,,
11481,0.685071215,0.319047503,,,,
11482,0.549942761,0.405088263,,,,
11485,0.796832977,0.158264778,,,,
11486,0.241824779,0.481421769,,,,
11488,0.176131182,0.606428953,,,,
11490,0.633325654,0.396699706,,,,
11492,0.244693918,0.818523984,,,,
11493,0.081949366,0.312173657,,,,
11495,0.762654848,0.022058639,,,,
11496,0.44061608,0.450859021,,,,
11498,0.190531619,0.556264115,,,,
11501,0.850640943,0.019811067,,,,
11502,0.882353,0.002495832,,,,
11504,0.170658828,0.592953669,,,,
11508,0.649704666,0.38296683,,,,
11509,0.882353,0.002495832,,,,
11512,0.158771355,0.510904887,,,,
11516,0.308451429,0.812397401,,,,
11517,0.882353,0.002495832,,,,
11520,0.224847508,0.484282029,,,,
11522,0.142032507,0.385604067,,,,
11523,0.139194924,0.379976125,,,,
11525,0.158648885,0.599408632,,,,
11526,0.221457448,0.571294749,,,,
11527,0.672209869,0.293879539,,,,
11528,0.634104761,0.607735733,,,,
11532,0.052038062,0.609374856,,,,
11533,0.169503032,0.528073142,,,,
11534,0.141171695,0.560922168,,,,
11535,0.29610912,0.802440997,,,,
11536,0.173262223,0.602291438,,,,
11537,0.180522834,0.503730629,,,,
11541,0.882353,0.002495832,,,,
11542,0.882353,0.002495832,,,,
11543,0.746787249,0.005402291,,,,
11547,0.220536253,0.613078802,,,,
11548,0.882353,0.002495832,,,,
11550,0.249804611,0.461737561,,,,
11551,0.628332706,0.352419472,,,,
11553,0.220887192,0.588623362,,,,
11554,0.826869456,0.119468513,,,,
11558,0.294286866,0.533340256,,,,
11560,0.524868977,0.055084259,,,,
11561,0.187046466,0.60650639,,,,
11566,0.673509224,0.298526517,,,,
11569,0.670905907,0.293236262,,,,
11570,0.227655578,0.497533498,,,,
11572,0.207130597,0.619910785,,,,
11576,0.202208325,0.740020197,,,,
11579,0.882353,0.002495832,,,,
11580,0.882353,0.002495832,,,,
11581,0.882353,0.002495832,,,,
11584,0.882353,0.002495832,,,,
11585,0.18637094,0.541524038,,,,
11586,0.140696608,0.370020785,,,,
11587,0.130378283,0.553968802,,,,
11589,0.174141967,0.525217203,,,,
11591,0.134915691,0.481262693,,,,
11594,0.882353,0.002495832,,,,
11596,0.186556335,0.518250359,,,,
11597,0.259487472,0.471639488,,,,
11598,0.250463841,0.466717665,,,,
11600,0.81500658,0.084012914,,,,
11601,0.631782364,0.378672477,,,,
11602,0.238052226,0.452679032,,,,
11605,0.171486326,0.538283894,,,,
11608,0.675328453,0.292453109,,,,
11612,0.882353,0.002495832,,,,
11615,0.882353,0.002495832,,,,
11619,0.166972517,0.569770358,,,,
11622,0.102811604,0.418891313,,,,
11626,0.257980267,0.485389819,,,,
11628,0.214607916,0.607323469,,,,
11630,0.190383141,0.534053514,,,,
11631,0.608008743,0.319563886,,,,
11632,0.232047173,0.493300363,,,,
11634,0.58788418,0.420790287,,,,
11636,0.882353,0.002495832,,,,
11637,0.085006081,0.446495276,,,,
11640,0.474363899,0.228079594,,,,
11641,0.089787868,0.300044699,,,,
11642,0.123862098,0.458148785,,,,
11648,0.771307029,0.002079355,,,,
11649,0.675124869,0.283685449,,,,
11651,0.234217297,0.592101637,,,,
11652,0.142178462,0.578098431,,,,
11654,0.650686318,0.38559078,,,,
11655,0.173691143,0.543866456,,,,
11656,0.223808118,0.728375118,,,,
11658,0.154676876,0.458378537,,,,
11659,0.179775293,0.56257166,,,,
11660,0.882353,0.002495832,,,,
11661,0.730370076,0.008587953,,,,
11662,0.152855391,0.5374344,,,,
11663,0.218728428,0.587905357,,,,
11665,0.882353,0.002495832,,,,
11666,0.230970398,0.586102836,,,,
11669,0.150355825,0.557247491,,,,
11670,0.231484533,0.588028611,,,,
11671,0.178167866,0.617672477,,,,
11672,0.533661493,0.053109698,,,,
11677,0.703537046,0.276805155,,,,
11682,0.220880982,0.593301368,,,,
11683,0.65157064,0.50436314,,,,
11684,0.882353,0.002495832,,,,
11686,0.113748598,0.272964612,,,,
11688,0.70032529,0.456201803,,,,
11690,0.239977861,0.504851954,,,,
11691,0.186026557,0.499553453,,,,
11692,0.182629268,0.593453691,,,,
11693,0.152246757,0.357463416,,,,
11697,0.628267858,0.642133036,,,,
11699,0.213269549,0.544167184,,,,
11704,0.277651925,0.536411366,,,,
11705,0.252979012,0.673659427,,,,
11708,0.763179305,0.002981671,,,,
11710,0.573143759,0.386681169,,,,
11712,0.228890215,0.496477181,,,,
11714,0.155678214,0.503588768,,,,
11716,0.882353,0.002495832,,,,
11718,0.183872405,0.598560779,,,,
11720,0.19975062,0.517819998,,,,
11723,0.160392594,0.51683183,,,,
11724,0.420190159,0.627022201,,,,
11725,0.738599791,0.006641934,,,,
11726,0.259552646,0.828578961,,,,
11727,0.150054624,0.507700019,,,,
11728,0.252519012,0.567998653,,,,
11733,0.655636987,0.365664583,,,,
11734,0.818135561,0.07334289,,,,
11735,0.795884408,0.080455762,,,,
11736,0.882353,0.002495832,,,,
11737,0.156619009,0.578339088,,,,
11738,0.081696016,0.311811731,,,,
11740,0.533534095,0.052997552,,,,
11741,0.209142657,0.496908783,,,,
11743,0.114111112,0.469698309,,,,
11745,0.679375788,0.295266027,,,,
11746,0.654744621,0.306405896,,,,
11748,0.672726703,0.289405202,,,,
11750,0.210726437,0.541845974,,,,
11751,0.882353,0.002495832,,,,
11752,0.277332311,0.767016737,,,,
11753,0.590407254,0.514610557,,,,
11756,0.582776594,0.401175713,,,,
11759,0.857744684,0.017511968,,,,
11760,0.284287744,0.551161542,,,,
11761,0.203510841,0.47589459,,,,
11762,0.807927808,0.072873624,,,,
11763,0.796726778,0.158196242,,,,
11767,0.785066424,0.08094737,,,,
11768,0.543319593,0.409570577,,,,
11769,0.882353,0.002495832,,,,
11771,0.882353,0.002495832,,,,
11772,0.240092741,0.502510002,,,,
11773,0.831919311,0.112279947,,,,
11776,0.882353,0.002495832,,,,
11778,0.054919817,0.611976225,,,,
11779,0.656736904,0.311355313,,,,
11780,0.173119325,0.520473261,,,,
11781,0.589086737,0.421199701,,,,
11782,0.163757031,0.625412096,,,,
11783,0.080821908,0.307275924,,,,
11785,0.64942447,0.38229588,,,,
11786,0.882353,0.002495832,,,,
11787,0.206742188,0.61175106,,,,
11792,0.081554698,0.31058804,,,,
11794,0.470573474,0.104476287,,,,
11796,0.290178766,0.523334008,,,,
11801,0.18681828,0.608105541,,,,
11802,0.127973289,0.38032266,,,,
11803,0.151783329,0.35598132,,,,
11804,0.227284534,0.614354129,,,,
11805,0.731487569,0.394379858,,,,
11806,0.882353,0.002495832,,,,
11808,0.205403183,0.478991665,,,,
11809,0.212023805,0.539656178,,,,
11810,0.669819629,0.282790889,,,,
11811,0.786333209,0.070321998,,,,
11816,0.882353,0.002495832,,,,
11818,0.217847503,0.553250598,,,,
11819,0.122881271,0.40856615,,,,
11825,0.656924235,0.3398016,,,,
11831,0.763082666,0.002910501,,,,
11833,0.882353,0.002495832,,,,
11834,0.310417051,0.317867847,,,,
11836,0.199033054,0.485212539,,,,
11840,0.210154013,0.472384461,,,,
11842,0.436762458,0.071859518,,,,
11843,0.204840929,0.617568296,,,,
11845,0.144492496,0.578094098,,,,
11846,0.209805641,0.596214054,,,,
11847,0.275481202,0.72267571,,,,
11849,0.310804545,0.698770136,,,,
11850,0.156208788,0.367708017,,,,
11851,0.657411562,0.290909822,,,,
11852,0.882353,0.002495832,,,,
11853,0.143941811,0.578352846,,,,
11858,0.666948972,0.288131413,,,,
11863,0.159915868,0.511075402,,,,
11864,0.091161315,0.458215872,,,,
11866,0.882353,0.002495832,,,,
11867,0.20960024,0.343060945,,,,
11868,0.234395927,0.595586131,,,,
11869,0.153880614,0.534427406,,,,
11872,0.235990825,0.59636568,,,,
11874,0.128387092,0.549709511,,,,
11876,0.076056956,0.60722843,,,,
11877,0.61339664,0.373864116,,,,
11878,0.817600742,0.13343093,,,,
11879,0.714284882,0.012097581,,,,
11882,0.882353,0.002495832,,,,
11883,0.372142736,0.231120875,,,,
11885,0.882353,0.002495832,,,,
11886,0.636499472,0.315346522,,,,
11887,0.155205891,0.575765947,,,,
11889,0.094392936,0.423946768,,,,
11894,0.143975565,0.57662901,,,,
11896,0.18413015,0.60095842,,,,
11899,0.59901076,0.328776668,,,,
11901,0.19984903,0.604394464,,,,
11902,0.146367004,0.543928835,,,,
11903,0.264646325,0.672976171,,,,
11904,0.201622542,0.551709418,,,,
11906,0.638265065,0.32000725,,,,
11907,0.544019344,0.437632225,,,,
11908,0.882353,0.002495832,,,,
11909,0.22499281,0.486660104,,,,
11916,0.835466197,0.025254822,,,,
11917,0.661178858,0.359516918,,,,
11919,0.289973162,0.818373553,,,,
11923,0.2988909,0.813325597,,,,
11924,0.684047155,0.286779927,,,,
11926,0.882353,0.002495832,,,,
11928,0.630135562,0.355037903,,,,
11930,0.239787836,0.47571135,,,,
11933,0.277630007,0.535682234,,,,
11934,0.188804208,0.498030587,,,,
11935,0.200709408,0.608925212,,,,
11937,0.522303246,0.318818654,,,,
11938,0.177822499,0.561568769,,,,
11941,0.169891593,0.503498396,,,,
11944,0.586604168,0.562480698,,,,
11945,0.291907976,0.548456454,,,,
11946,0.196002661,0.492889805,,,,
11949,0.800137544,0.074912341,,,,
11950,0.720230769,0.010472325,,,,
11952,0.882353,0.002495832,,,,
11955,0.172480305,0.541671983,,,,
11957,0.882353,0.002495832,,,,
11958,0.166539905,0.567807225,,,,
11960,0.882353,0.002495832,,,,
11962,0.839042406,0.079780948,,,,
11963,0.750358428,0.010024439,,,,
11966,0.075272751,0.327577506,,,,
11967,0.213090013,0.577544374,,,,
11968,0.692024536,0.300365312,,,,
11969,0.176520036,0.609265145,,,,
11972,0.203674636,0.485536627,,,,
11973,0.585963297,0.528786109,,,,
11974,0.228069852,0.581386166,,,,
11977,0.143053557,0.492902566,,,,
11978,0.105502157,0.422990745,,,,
11979,0.179807123,0.617717559,,,,
11984,0.140080235,0.569116058,,,,
11986,0.085784326,0.448397464,,,,
11987,0.802059227,0.152306755,,,,
11988,0.231702049,0.586666797,,,,
11990,0.731986084,0.366469366,,,,
11991,0.127553996,0.380979677,,,,
11992,0.262069768,0.56544677,,,,
11993,0.479772972,0.24315559,,,,
11994,0.192553025,0.55940409,,,,
11996,0.882353,0.002495832,,,,
11998,0.778744723,0.097407173,,,,
11999,0.562046087,0.372396439,,,,
12001,0.882353,0.002495832,,,,
12005,0.208768534,0.593833996,,,,
12006,0.173312318,0.540243719,,,,
12009,0.811784615,0.078763139,,,,
12010,0.596789152,0.505599999,,,,
12014,0.882353,0.002495832,,,,
12015,0.662425599,0.510596264,,,,
12016,0.162038765,0.545325481,,,,
12017,0.842440469,0.033942453,,,,
12018,0.543844218,0.435179386,,,,
12019,0.137803976,0.532066354,,,,
12021,0.587740265,0.366186064,,,,
12023,0.219633717,0.691882674,,,,
12024,0.141654781,0.546362275,,,,
12025,0.671379276,0.502152999,,,,
12028,0.668709003,0.020213719,,,,
12029,0.154653192,0.521366156,,,,
12032,0.198446629,0.48458881,,,,
12033,0.882353,0.002495832,,,,
12034,0.125758128,0.463243633,,,,
12036,0.150300501,0.367831271,,,,
12038,0.847344374,0.062458389,,,,
12040,0.882353,0.002495832,,,,
12041,0.882353,0.002495832,,,,
12042,0.213595746,0.508101576,,,,
12043,0.123456128,0.49067645,,,,
12044,0.172978378,0.608322967,,,,
12045,0.808456352,0.072917579,,,,
12052,0.813736691,0.082344354,,,,
12053,0.66624648,0.31392581,,,,
12054,0.675078868,0.281270702,,,,
12055,0.73124027,0.392633043,,,,
12056,0.678256647,0.489449124,,,,
12059,0.882353,0.002495832,,,,
12063,0.161587,0.526632734,,,,
12068,0.826686062,0.119077086,,,,
12072,0.882353,0.002495832,,,,
12073,0.730432302,0.008431067,,,,
12075,0.083978696,0.444949295,,,,
12078,0.651562298,0.295533056,,,,
12079,0.882353,0.002495832,,,,
12082,0.14591834,0.582657566,,,,
12083,0.577011464,0.429473758,,,,
12084,0.23870634,0.495604291,,,,
12089,0.216505137,0.550479915,,,,
12090,0.197989341,0.536141816,,,,
12094,0.882353,0.002495832,,,,
12096,0.882353,0.002495832,,,,
12099,0.212944021,0.548574547,,,,
12101,0.72879027,0.010826967,,,,
12102,0.321570711,0.677918922,,,,
12105,0.072882984,0.321943098,,,,
12107,0.194825014,0.591695677,,,,
12111,0.234704596,0.593006777,,,,
12112,0.882353,0.002495832,,,,
12119,0.617632464,0.382370574,,,,
12121,0.154330812,0.569650532,,,,
12122,0.237833879,0.691647411,,,,
12125,0.648919874,0.366068327,,,,
12128,0.221369809,0.509116161,,,,
12132,0.174312789,0.497964159,,,,
12134,0.882353,0.002495832,,,,
12135,0.187104852,0.607781715,,,,
12139,0.564491442,0.398549986,,,,
12140,0.882353,0.002495832,,,,
12141,0.105056998,0.279415329,,,,
12142,0.826992938,0.119112649,,,,
12145,0.730616547,0.009329669,,,,
12148,0.667593637,0.318454083,,,,
12149,0.578545881,0.348715453,,,,
12153,0.827032258,0.061751325,,,,
12156,0.217005906,0.58182162,,,,
12157,0.553237674,0.437325803,,,,
12158,0.308398034,0.692917366,,,,
12160,0.150109353,0.365717243,,,,
12165,0.868146734,0.008052025,,,,
12167,0.882353,0.002495832,,,,
12169,0.066160666,0.475547802,,,,
12171,0.816091365,0.0730899,,,,
12172,0.831827392,0.112287151,,,,
12176,0.280594618,0.823533326,,,,
12177,0.148808019,0.526846383,,,,
12179,0.617123298,0.318135339,,,,
12181,0.113262132,0.272094708,,,,
12182,0.694594645,0.017245673,,,,
12183,0.254269083,0.513263761,,,,
12184,0.882353,0.002495832,,,,
12185,0.363279347,0.298700461,,,,
12186,0.195761066,0.535491655,,,,
12188,0.09652111,0.288217849,,,,
12191,0.882353,0.002495832,,,,
12192,0.265579019,0.675531877,,,,
12193,0.162160978,0.610089491,,,,
12194,0.246446871,0.728629071,,,,
12195,0.432368432,0.154005066,,,,
12196,0.236908675,0.596706255,,,,
12197,0.73049768,0.008696534,,,,
12198,0.660625867,0.282948402,,,,
12202,0.655794946,0.598356373,,,,
12203,0.526757104,0.400483099,,,,
12205,0.581799091,0.421908644,,,,
12206,0.396871637,0.470986372,,,,
12209,0.882353,0.002495832,,,,
12211,0.195806951,0.663908429,,,,
12212,0.218495101,0.586833356,,,,
12216,0.882353,0.002495832,,,,
12218,0.167473084,0.565993812,,,,
12219,0.305045511,0.798926587,,,,
12220,0.882353,0.002495832,,,,
12222,0.159754083,0.60155449,,,,
12223,0.67431622,0.28584194,,,,
12224,0.652919634,0.517440399,,,,
12227,0.763097533,0.002693192,,,,
12228,0.260502603,0.504751297,,,,
12229,0.261388169,0.46635797,,,,
12234,0.882353,0.002495832,,,,
12236,0.735201373,0.372642969,,,,
12237,0.576565516,0.393585437,,,,
12240,0.139545355,0.366934117,,,,
12241,0.223723793,0.727379376,,,,
12248,0.882353,0.002495832,,,,
12249,0.628730986,0.615021129,,,,
12250,0.642412568,0.384739494,,,,
12252,0.145255581,0.58592099,,,,
12254,0.595375798,0.347966992,,,,
12256,0.793266471,0.091529531,,,,
12257,0.208834354,0.593215138,,,,
12258,0.602013808,0.340056775,,,,
12259,0.545120291,0.437901407,,,,
12260,0.183692984,0.516621802,,,,
12263,0.63892636,0.358544693,,,,
12265,0.882353,0.002495832,,,,
12269,0.270380134,0.826014348,,,,
12273,0.23274323,0.584039067,,,,
12276,0.148973865,0.551368768,,,,
12277,0.167258154,0.494419419,,,,
12279,0.814900197,0.06976525,,,,
12280,0.882353,0.002495832,,,,
12281,0.882353,0.002495832,,,,
12286,0.825542655,0.059637443,,,,
12287,0.221953397,0.50876732,,,,
12290,0.882353,0.002495832,,,,
12291,0.882353,0.002495832,,,,
12292,0.181747354,0.592768593,,,,
12293,0.17503763,0.518234385,,,,
12295,0.882353,0.002495832,,,,
12296,0.591487148,0.334447008,,,,
12297,0.54189662,0.430622895,,,,
12299,0.799869434,0.088497891,,,,
12300,0.882353,0.002495832,,,,
12301,0.161171755,0.51530751,,,,
12302,0.5948882,0.55867435,,,,
12305,0.105574386,0.410704729,,,,
12306,0.882353,0.002495832,,,,
12307,0.591452393,0.339431637,,,,
12310,0.83716172,0.039276767,,,,
12311,0.197993439,0.520417002,,,,
12312,0.148466296,0.522106372,,,,
12313,0.617941354,0.609294768,,,,
12314,0.882353,0.002495832,,,,
12316,0.83617207,0.104131235,,,,
12320,0.154371959,0.537288577,,,,
12322,0.650346199,0.295363878,,,,
12323,0.244372917,0.640249688,,,,
12324,0.475478117,0.071252476,,,,
12325,0.187579401,0.606159233,,,,
12326,0.185545453,0.498761033,,,,
12327,0.587037629,0.414802148,,,,
12328,0.097283354,0.289284338,,,,
12329,0.882353,0.002495832,,,,
12331,0.685935344,0.320621114,,,,
12332,0.185189784,0.489839324,,,,
12337,0.195047616,0.564113575,,,,
12338,0.159317753,0.541208909,,,,
12339,0.168341255,0.496981118,,,,
12340,0.882353,0.002495832,,,,
12341,0.811268598,0.052820654,,,,
12342,0.746726506,0.005254297,,,,
12343,0.822337381,0.126296964,,,,
12345,0.882353,0.002495832,,,,
12347,0.838157617,0.018158457,,,,
12349,0.815060958,0.084109967,,,,
12355,0.223759868,0.598895188,,,,
12357,0.081424087,0.311283819,,,,
12359,0.829083332,0.065056469,,,,
12362,0.882353,0.002495832,,,,
12366,0.608698444,0.512535063,,,,
12368,0.882353,0.002495832,,,,
12372,0.489165589,0.0603058,,,,
12373,0.882353,0.002495832,,,,
12374,0.121897133,0.452088501,,,,
12375,0.207274073,0.490912928,,,,
12376,0.554085658,0.437977929,,,,
12380,0.499179722,0.27444686,,,,
12382,0.746788596,0.00524942,,,,
12383,0.206128955,0.560720527,,,,
12387,0.232088668,0.589506056,,,,
12389,0.610038984,0.497544663,,,,
12390,0.582364603,0.357926697,,,,
12393,0.177873431,0.235854858,,,,
12394,0.882353,0.002495832,,,,
12396,0.475627372,0.071468572,,,,
12398,0.21486319,0.510850843,,,,
12399,0.882353,0.002495832,,,,
12401,0.193467248,0.618645138,,,,
12402,0.662872933,0.304144079,,,,
12403,0.182234266,0.569121876,,,,
12404,0.256545418,0.513991149,,,,
12405,0.189652455,0.553435966,,,,
12406,0.202023159,0.60882636,,,,
12407,0.239515695,0.497516355,,,,
12408,0.229130862,0.607863003,,,,
12410,0.839724584,0.029535734,,,,
12413,0.660569402,0.499512078,,,,
12414,0.882353,0.002495832,,,,
12415,0.763100766,0.003281543,,,,
12420,0.141390823,0.558758351,,,,
12422,0.214203529,0.579210166,,,,
12423,0.882353,0.002495832,,,,
12425,0.151428266,0.523863447,,,,
12426,0.393080084,0.462781967,,,,
12429,0.62227387,0.028932401,,,,
12432,0.720289711,0.010503946,,,,
12433,0.882353,0.002495832,,,,
12434,0.148535739,0.32351171,,,,
12436,0.207792383,0.731271031,,,,
12439,0.221449148,0.593303723,,,,
12440,0.654573143,0.592528243,,,,
12442,0.18687813,0.524675646,,,,
12443,0.163630465,0.554494787,,,,
12444,0.128617475,0.3819514,,,,
12445,0.154687427,0.569357164,,,,
12446,0.839790546,0.029894015,,,,
12447,0.882353,0.002495832,,,,
12449,0.16130099,0.517961809,,,,
12455,0.81137927,0.077699539,,,,
12456,0.595805904,0.367096767,,,,
12457,0.720440806,0.011087222,,,,
12458,0.621804796,0.503518287,,,,
12459,0.104976678,0.279133315,,,,
12461,0.852311865,0.022248737,,,,
12463,0.073342147,0.32371028,,,,
12468,0.615204233,0.50827451,,,,
12469,0.43993259,0.116721829,,,,
12470,0.190928244,0.660583593,,,,
12472,0.219174474,0.584375262,,,,
12473,0.167281965,0.51597775,,,,
12474,0.233611118,0.740139583,,,,
12478,0.609722876,0.340660475,,,,
12479,0.882353,0.002495832,,,,
12480,0.173180298,0.547344397,,,,
12486,0.249835048,0.505007101,,,,
12488,0.818778239,0.050254374,,,,
12489,0.626498445,0.608801113,,,,
12490,0.882353,0.002495832,,,,
12492,0.18765497,0.499769035,,,,
12493,0.174163739,0.606705319,,,,
12496,0.214304141,0.512774699,,,,
12498,0.291764759,0.523776673,,,,
12500,0.177706799,0.609473642,,,,
12501,0.434983511,0.453153064,,,,
12504,0.633832928,0.518194464,,,,
12508,0.882353,0.002495832,,,,
12509,0.225620676,0.476884597,,,,
12511,0.882353,0.002495832,,,,
12513,0.247879343,0.475918909,,,,
12517,0.189674254,0.743731525,,,,
12520,0.81192406,0.139320312,,,,
12521,0.802237698,0.152392845,,,,
12522,0.800518854,0.089072508,,,,
12523,0.497751793,0.057603045,,,,
12524,0.103537191,0.420605473,,,,
12527,0.213373686,0.604613949,,,,
12528,0.08475121,0.445384785,,,,
12530,0.76316881,0.024214323,,,,
12532,0.882353,0.002495832,,,,
12534,0.104969133,0.408004398,,,,
12535,0.791526183,0.088076664,,,,
12536,0.791835292,0.088068629,,,,
12539,0.292545178,0.136145556,,,,
12543,0.113195108,0.272238531,,,,
12548,0.174125157,0.718379924,,,,
12551,0.211419229,0.466634192,,,,
12553,0.645969492,0.319623929,,,,
12554,0.162002864,0.730121803,,,,
12555,0.226569818,0.46301064,,,,
12557,0.822363637,0.06815552,,,,
12558,0.64133258,0.382808385,,,,
12563,0.256249975,0.512578953,,,,
12564,0.217180636,0.739207731,,,,
12568,0.255239878,0.5001993,,,,
12570,0.164675885,0.450829126,,,,
12571,0.294873176,0.553135664,,,,
12572,0.802674584,0.091155828,,,,
12573,0.025173906,0.617219637,,,,
12574,0.17960293,0.501597246,,,,
12575,0.195459369,0.594081985,,,,
12576,0.16147587,0.611828717,,,,
12577,0.146080345,0.587325151,,,,
12579,0.58889595,0.51157238,,,,
12581,0.645977716,0.023877531,,,,
12582,0.193788181,0.583868643,,,,
12583,0.693609896,0.469081578,,,,
12586,0.128020598,0.539527194,,,,
12589,0.635687267,0.388407692,,,,
12590,0.506876262,0.056913325,,,,
12593,0.693143195,0.467423944,,,,
12595,0.256534724,0.538730274,,,,
12596,0.843784141,0.036198604,,,,
12597,0.882353,0.002495832,,,,
12598,0.882353,0.002495832,,,,
12601,0.260731275,0.465124254,,,,
12602,0.074118772,0.606403321,,,,
12603,0.20845434,0.495943277,,,,
12604,0.736022344,0.375109,,,,
12605,0.679583647,0.323809368,,,,
12611,0.288275241,0.81538311,,,,
12612,0.207186012,0.591247212,,,,
12613,0.882353,0.002495832,,,,
12615,0.163229429,0.61579811,,,,
12617,0.822141561,0.12632616,,,,
12620,0.186186846,0.49800993,,,,
12621,0.882353,0.002495832,,,,
12622,0.20190706,0.547820704,,,,
12623,0.1605805,0.52299405,,,,
12624,0.0802243,0.30792192,,,,
12625,0.256802241,0.720059082,,,,
12626,0.848727117,0.030360841,,,,
12629,0.240599804,0.490930156,,,,
12630,0.243723597,0.495268491,,,,
12635,0.585423301,0.364243124,,,,
12636,0.882353,0.002495832,,,,
12638,0.589219378,0.35058591,,,,
12641,0.882353,0.002495832,,,,
12642,0.882353,0.002495832,,,,
12643,0.12805876,0.380422777,,,,
12644,0.160445508,0.547587732,,,,
12646,0.525604023,0.05736107,,,,
12650,0.192376619,0.537064803,,,,
12651,0.882353,0.002495832,,,,
12652,0.813946023,0.068952084,,,,
12653,0.178739421,0.533715032,,,,
12654,0.619279549,0.368038147,,,,
12655,0.21420861,0.601923484,,,,
12656,0.882353,0.002495832,,,,
12658,0.808234323,0.072574806,,,,
12662,0.62020423,0.303201613,,,,
12664,0.140319862,0.542571573,,,,
12668,0.104837061,0.407747134,,,,
12669,0.247895091,0.733868961,,,,
12672,0.249163914,0.833333333,,,,
12674,0.185466834,0.477767658,,,,
12677,0.882353,0.002495832,,,,
12678,0.181528032,0.618503182,,,,
12679,0.501231045,0.065327799,,,,
12680,0.089212705,0.298986493,,,,
12682,0.722500366,0.010806051,,,,
12686,0.129450322,0.550121351,,,,
12689,0.839101722,0.079845079,,,,
12693,0.150218357,0.532493133,,,,
12695,0.882353,0.002495832,,,,
12696,0.549080621,0.404521476,,,,
12702,0.210073377,0.470125554,,,,
12703,0.164735765,0.625751633,,,,
12704,0.25171954,0.566181716,,,,
12707,0.837361171,0.039307323,,,,
12708,0.665813164,0.308360898,,,,
12712,0.882353,0.002495832,,,,
12713,0.652558209,0.585481806,,,,
12716,0.14073342,0.568036527,,,,
12717,0.882353,0.002495832,,,,
12718,0.820391425,0.06576319,,,,
12719,0.218358934,0.47547435,,,,
12721,0.145325476,0.588426679,,,,
12724,0.17304774,0.511902706,,,,
12726,0.175048021,0.52330732,,,,
12727,0.19284925,0.562277508,,,,
12729,0.202329987,0.554299422,,,,
12730,0.335202999,0.775816305,,,,
12732,0.882353,0.002495832,,,,
12733,0.625718692,0.398845132,,,,
12735,0.182726873,0.535134842,,,,
12739,0.122194023,0.268211323,,,,
12743,0.26943976,0.561740209,,,,
12745,0.225628138,0.576432503,,,,
12746,0.882353,0.002495832,,,,
12748,0.256291365,0.717200097,,,,
12749,0.163641425,0.553463042,,,,
12750,0.169548589,0.593657365,,,,
12751,0.552211221,0.429288605,,,,
12752,0.239134041,0.462222606,,,,
12756,0.599134691,0.350722025,,,,
12758,0.308564976,0.812690384,,,,
12759,0.839721821,0.029590975,,,,
12760,0.261136442,0.507630176,,,,
12761,0.172209662,0.538361743,,,,
12764,0.126154431,0.390560503,,,,
12765,0.203786915,0.612671696,,,,
12766,0.242272244,0.511387657,,,,
12767,0.269638703,0.823660093,,,,
12769,0.746698651,0.005196119,,,,
12770,0.619290331,0.49976274,,,,
12771,0.153143961,0.374429311,,,,
12775,0.21534279,0.549668767,,,,
12776,0.095354907,0.313743597,,,,
12777,0.591336844,0.321310132,,,,
12778,0.882353,0.002495832,,,,
12779,0.203778048,0.746309955,,,,
12780,0.722316271,0.009832658,,,,
12781,0.226116746,0.577550767,,,,
12784,0.793758568,0.091925725,,,,
12785,0.223744679,0.729061194,,,,
12786,0.738648819,0.007079067,,,,
12787,0.170759737,0.395103502,,,,
12796,0.730486492,0.008220666,,,,
12799,0.882353,0.002495832,,,,
12802,0.642761594,0.31440003,,,,
12804,0.172514754,0.605389547,,,,
12805,0.188658547,0.745207728,,,,
12807,0.621676379,0.503298965,,,,
12809,0.190770033,0.557372845,,,,
12810,0.139392163,0.560616835,,,,
12811,0.185130771,0.601141691,,,,
12812,0.806478617,0.043289963,,,,
12813,0.072545777,0.320510279,,,,
12815,0.168049049,0.593424183,,,,
