id,xdeal,ydeal,,,,
11211,0.882353,0.002495832,,,,
11213,0.139171511,0.562564528,,,,
11215,0.60096614,0.359076837,,,,
11216,0.254811686,0.548063631,,,,
11217,0.445452486,0.109328514,,,,
11218,0.192203704,0.617401141,,,,
11219,0.110428769,0.291404787,,,,
11220,0.808230324,0.086693763,,,,
11221,0.141623159,0.54437062,,,,
11222,0.828343406,0.063387981,,,,
11225,0.882353,0.002495832,,,,
11226,0.336424968,0.442563022,,,,
11228,0.882353,0.002495832,,,,
11229,0.655159063,0.307597437,,,,
11230,0.882353,0.002495832,,,,
11231,0.156289068,0.525370913,,,,
11232,0.203163834,0.554971857,,,,
11234,0.299174806,0.813587839,,,,
11236,0.655039852,0.589881114,,,,
11241,0.180165415,0.504281962,,,,
11242,0.677906551,0.319764208,,,,
11245,0.822440902,0.024857111,,,,
11251,0.018411166,0.621152481,,,,
11252,0.158214628,0.602851184,,,,
11253,0.247834406,0.734239089,,,,
11255,0.326348686,0.665093424,,,,
11256,0.673754978,0.327978267,,,,
11257,0.524406763,0.053655444,,,,
11259,0.657459987,0.307675045,,,,
11260,0.139338917,0.538768915,,,,
11261,0.660863688,0.021850754,,,,
11262,0.178969931,0.563774392,,,,
11265,0.637402736,0.614279465,,,,
11267,0.178724542,0.561868329,,,,
11268,0.834765084,0.088099682,,,,
11269,0.245142603,0.469155173,,,,
11270,0.237976149,0.491861205,,,,
11271,0.674061604,0.277404413,,,,
11275,0.623367111,0.027539735,,,,
11277,0.882353,0.002495832,,,,
11278,0.184784736,0.518260335,,,,
11279,0.189353864,0.529514738,,,,
11283,0.812351376,0.139574996,,,,
11284,0.233888587,0.64985075,,,,
11286,0.882353,0.002495832,,,,
11289,0.882353,0.002495832,,,,
11292,0.16396812,0.614000553,,,,
11296,0.882353,0.002495832,,,,
11297,0.21820424,0.743504835,,,,
11300,0.567788791,0.406508068,,,,
11301,0.882353,0.002495832,,,,
11302,0.62710928,0.350308024,,,,
11303,0.183693345,0.518304683,,,,
11306,0.611053965,0.321770922,,,,
11308,0.221203867,0.485037607,,,,
11309,0.754984917,0.003683524,,,,
11310,0.653271879,0.317339841,,,,
11311,0.149689387,0.521147744,,,,
11312,0.882353,0.002495832,,,,
11314,0.221330436,0.561722843,,,,
11316,0.882353,0.002495832,,,,
11317,0.142528078,0.545610353,,,,
11319,0.882353,0.002495832,,,,
11320,0.258008005,0.487129743,,,,
11325,0.790682805,0.086940922,,,,
11328,0.233359117,0.741143089,,,,
11330,0.45108386,0.086318614,,,,
11331,0.157329902,0.599196991,,,,
11333,0.183599648,0.509042712,,,,
11334,0.882353,0.002495832,,,,
11335,0.56923066,0.426769502,,,,
11338,0.204538205,0.488201827,,,,
11339,0.114393988,0.273996924,,,,
11341,0.269021108,0.823202377,,,,
11344,0.584444342,0.408332141,,,,
11345,0.818020482,0.074806833,,,,
11347,0.276703489,0.80944452,,,,
11348,0.763291095,0.004166308,,,,
11354,0.615389447,0.029466363,,,,
11355,0.882353,0.002495832,,,,
11356,0.354225051,0.485500584,,,,
11358,0.212847022,0.504137999,,,,
11359,0.186630441,0.233773483,,,,
11362,0.299274834,0.814493771,,,,
11363,0.882353,0.002495832,,,,
11364,0.251229772,0.486580282,,,,
11366,0.882353,0.002495832,,,,
11368,0.807333834,0.146078122,,,,
11369,0.143902373,0.583912833,,,,
11372,0.393628781,0.181811895,,,,
11377,0.438254282,0.093246052,,,,
11378,0.201478076,0.545026022,,,,
11379,0.658063528,0.299079231,,,,
11383,0.392139379,0.479219811,,,,
11388,0.140145206,0.329295278,,,,
11391,0.811092979,0.064557681,,,,
11392,0.681185113,0.326514281,,,,
11393,0.882353,0.002495832,,,,
11396,0.377891902,0.245508513,,,,
