id,xdeal,ydeal
16713,523.0697676,613.364475
13693,282.4687074,347.4564428
12362,566.3333158,332.3291292
13694,550.2818712,539.6614734
13691,222.7271926,361.6880602
11032,253.1097764,367.04802
16729,495.360055,613.293388
13698,690.9488268,323.045167
11033,505.6108004,229.8785448
11035,476.0101736,195.5719586
11038,321.2822094,280.6488802
16727,561.6415738,526.2402478
12368,498.0329262,518.2358516
14992,478.867871,193.3398268
13660,516.1601112,579.9251502
14991,658.1919372,273.071006
14990,459.5748592,673.1770768
11009,232.409242,385.6585966
12339,276.1846166,710.1565342
11001,378.2939834,344.30018
11000,507.4590624,589.621417
13662,308.4438972,323.0167322
12331,477.0053916,604.0094258
11002,279.4830534,299.5295874
13663,443.7651104,188.9893024
12332,541.4670832,273.6681368
12337,482.2658296,206.4482696
12338,245.0058584,382.544986
13669,486.4883974,637.8610552
14998,432.3201034,167.9475504
13666,313.2635958,280.4498366
13667,445.6986768,199.6665698
12340,631.6196166,545.1636072
12341,486.6447888,635.7000104
13670,561.5847042,594.2847242
16707,568.6365346,323.8555588
16706,505.6961048,648.2824094
16701,584.1335006,367.7020204
16700,335.8550444,299.302109
16705,288.6674938,392.8099488
16703,560.8880516,337.2199148
11018,461.238295,448.016113
12347,493.3127494,610.0376034
17200,469.0152128,673.6746858
17201,269.3176124,363.635844
14172,518.676591,615.1132152
19860,443.11111,189.2452156
14170,456.5607704,675.4092086
11902,260.1047372,388.4025548
11901,466.8683854,221.3054526
11904,266.5736542,334.4617392
11903,281.5730112,670.6890318
17208,245.2191194,356.2143612
17209,539.9031692,305.6430694
14179,435.1209312,179.4920792
17204,549.4856968,293.544062
18536,278.2745744,366.6072806
18538,246.6550768,374.9528944
19874,456.1342484,173.0373796
17212,293.9563666,302.572111
17214,264.6969574,705.4790096
14188,290.8569734,423.4057936
18540,494.3221848,603.3127732
11908,461.2525124,658.5331548
11907,568.508578,341.1581346
14180,537.7847766,296.6150204
11917,463.584166,627.866223
17219,510.3167598,543.201606
18546,254.9580384,353.9111424
19878,450.2482448,197.3349162
18548,523.9796812,287.5301018
18549,385.8434228,345.3238328
17218,480.6308286,645.353625
19879,515.3497194,637.0648808
15482,447.2057212,170.7199434
15481,297.596021,392.8668184
19842,256.7067786,367.7446726
18512,499.8101012,221.9025834
15485,221.9310182,411.1361774
14154,445.1299808,180.586819
18518,467.7640816,665.0305066
18519,450.077636,196.2828286
14158,273.1136582,405.4492174
19845,557.3763538,529.339641
18523,431.2537984,172.838336
14161,503.961582,639.026882
14166,298.2926736,396.762386
14164,578.3328014,339.8785686
14165,472.541128,221.5613658
14168,494.720272,605.5164702
15499,326.1161254,336.3953056
18524,484.270483,515.051154
19855,496.3694904,647.8985396
19857,571.0108404,365.5267582
15461,351.2240538,465.0912104
14130,291.909061,328.2060832
15460,472.5695628,216.983363
16790,244.3945102,759.3203034
16796,298.2926736,424.6853596
14133,452.5230288,687.4797812
15464,453.0917248,662.272331
14132,391.9569048,364.133453
15462,511.7384998,619.0940872
15469,445.6275898,185.562909
15467,476.8632176,214.139883
14135,473.9486506,667.9450736
15466,469.3990826,236.0062442
19823,470.9629966,218.5330596
19824,529.6524238,566.375968
15472,269.1896558,368.9247168
14144,307.3633748,424.699577
15475,271.0521352,425.765882
14142,523.510507,566.589229
18506,391.004339,370.1474132
19838,381.4360288,340.3335254
14148,481.5976118,673.4472074
15479,269.1185688,347.4848776
14146,270.4976566,342.6793964
18508,198.785091,190.894434
15478,491.7204006,666.3385074
19839,445.5138506,182.2502548
15477,567.9540994,365.1428884
14147,516.2027634,628.1790058
19835,305.344504,373.0051106
11081,494.6065328,652.249064
11080,506.0799746,634.5910532
11083,363.849105,273.710789
11085,473.5505634,206.9743134
11084,326.6137344,269.5450908
16773,467.7356468,188.61965
15441,254.2613858,377.9669832
14110,235.679244,334.9309134
11086,502.042233,644.3868418
14115,385.4879878,366.1523238
11089,251.0624708,406.2596092
15447,457.968293,190.2973032
16778,517.1695466,627.439701
14116,455.5371176,173.833554
16777,470.3658658,193.5388704
19804,540.6140392,613.506649
19807,389.7105556,349.0914438
14113,287.501667,395.0136458
16776,490.8247044,501.3455804
16775,262.7349562,372.806067
19802,271.649266,400.6437362
11091,450.5894624,190.823347
19810,569.9161006,350.5700534
11096,299.159935,650.4434542
15453,248.7165998,420.3917048
14123,270.7820046,318.0975118
16784,498.7437962,600.0285538
16783,658.149285,272.2606142
11098,539.6614734,272.6871362
15452,583.4510654,373.6733284
11097,278.4167484,401.1982148
14121,490.7820522,263.261
15451,388.7011202,349.0203568
16789,573.0012764,339.5942206
14126,474.7163902,674.4850776
15458,486.3604408,643.8892328
14124,483.204178,196.6809158
16787,453.560899,679.0630804
19818,471.9866494,624.027525
19812,454.7551606,682.6316478
19813,319.1069472,392.0279918
19104,292.8900616,398.3263
16077,399.2788658,483.8155262
16076,492.7724882,599.6304666
16075,489.8010516,213.3294912
19106,564.4139668,340.4046124
16078,478.3560446,674.7694256
13804,370.2327176,328.3198224
13805,309.9082894,433.4006258
10777,495.6870552,221.8599312
10772,474.0623898,193.2687398
10774,271.720353,372.4790668
19107,439.0733684,181.368776
13801,478.1143488,509.9471074
10776,513.9990664,539.718343
10775,468.773517,656.0308924
19115,655.4764138,642.15471
16087,462.7595568,183.856821
19110,180.4872972,176.9755994
16084,558.27205,305.4440258
16081,574.3661468,349.98714
13813,456.7882488,197.1216552
13817,263.6590872,375.649547
13818,527.917901,570.3994922
10781,302.1313716,270.725135
10780,648.481453,566.0631852
10785,465.5461672,214.8934052
13812,503.6914514,643.931885
13810,500.620493,654.6944568
17387,498.9570572,639.9225782
17385,239.4326376,353.6410118
16056,516.0179372,259.1095192
17380,265.5073492,668.7981176
17381,527.3634224,570.3994922
17382,256.0527782,378.0522876
10758,336.693871,369.7635434
10757,260.2469112,362.2425388
10750,518.5059822,315.7800756
17398,502.682016,235.2811568
16065,448.371548,568.153143
16069,382.331725,350.982358
17396,328.3624746,357.8351448
16067,486.0192232,521.7902016
17391,286.0230574,312.31103
17393,287.1888842,294.4255408
10766,314.5005096,395.8240376
10761,253.2946026,384.2795088
10760,496.3410556,658.717981
10762,364.5884098,165.4026358
10765,458.3805976,666.964073
18698,261.625999,347.7407908
17368,505.3548872,250.6643836
17361,501.4451022,247.2095554
18692,279.0991836,387.9191632
16037,493.4975756,227.3194128
16036,530.0647284,282.8525772
18693,462.873296,673.361903
18695,440.5093258,184.3970822
16034,394.416515,353.5272726
18690,437.850672,182.9611248
10736,489.673095,614.5871714
10737,310.2637244,357.522362
10731,562.1960524,565.4944892
17378,182.4777332,190.6953904
16041,430.7988416,184.9089086
17372,370.8014136,256.7778656
17375,413.5247006,424.7990988
16045,164.8339398,836.7482638
17370,446.025677,690.8350876
17371,385.2320746,356.8541442
16040,257.0337788,401.1129104
10744,651.4386722,653.4859778
10740,421.8703144,488.5214856
16011,251.958167,346.9588338
17344,290.5015384,410.6812206
18675,564.4139668,565.0395324
18671,459.2336416,632.7996608
16012,309.8656372,361.7307124
18673,445.528068,667.7744648
10709,502.6251464,655.0641092
10708,324.3389504,364.5741924
10712,508.795498,617.2173904
10711,491.7488354,239.7738552
10713,402.3640416,365.8111062
16018,286.861884,353.2713594
16017,286.4069272,684.593649
18678,330.5661716,348.6791392
17349,466.0437762,665.9830724
18685,286.6059708,344.4565714
17355,500.833754,250.8634272
18686,184.5108214,190.6953904
18687,340.816917,254.2756032
16024,481.6544814,642.0978404
17353,453.9732036,194.6762624
18684,494.2368804,236.7171142
10723,442.4428922,673.9163816
10725,451.9401154,177.032469
10727,502.4545376,645.5100164
16028,128.6506568,231.2434152
18689,431.2537984,637.8326204
10721,251.0056012,417.9178772
13880,251.3468188,390.3503386
19180,485.4363098,608.9855158
19182,474.2898682,200.8039618
11229,494.3932718,649.8889756
16918,502.3834506,649.5904102
11228,525.4867256,625.8900044
13884,260.4601722,397.9850824
11221,280.4498366,294.1554102
12554,515.6767196,304.49146
12551,243.1007268,386.2841622
13888,334.5328262,325.248864
12557,389.6110338,552.940525
11225,456.8593358,671.0444668
16913,237.1578536,397.1462558
12555,175.1984244,173.0942492
11226,506.3216704,257.1617354
16911,507.9140192,233.5181992
11230,562.9922268,310.17842
13890,308.187984,220.7225392
19196,441.68937,194.093349
19190,501.1749716,233.4897644
19193,467.5366032,658.0355458
19192,286.9187536,363.564757
16929,573.2856244,346.2763986
11232,440.1681082,501.0327976
12564,251.318384,369.4507606
16921,307.9320708,425.8938386
16920,462.6884698,202.7375282
11231,528.8562494,298.022543
11234,396.7339512,365.0433666
12563,454.4281604,201.699658
12568,451.1155062,173.6060756
16923,301.64798,380.270202
13897,388.9001638,541.21117
19165,460.3283814,213.1020128
19161,375.6353296,459.5748592
11206,461.8496432,201.984006
11209,246.9678596,411.2356992
13868,474.744825,663.1680272
13869,230.1202406,393.2222534
13862,492.6871838,515.6482848
12532,506.4780618,628.9040932
11201,317.5572506,294.6245844
13860,676.702992,582.8965868
12530,580.7497594,372.8202844
11203,371.6828924,342.4661354
13867,289.3214942,310.4485506
12536,278.686879,394.6866456
12534,387.5495108,363.8064528
13870,576.8541918,353.186055
19178,524.363551,611.3313868
19173,439.7415862,489.602008
19172,248.617078,753.3916476
19171,401.2693018,362.0577126
16907,261.6544338,344.2006582
11218,485.0240052,217.0686674
12548,397.5727778,371.0715442
11219,479.6782628,220.466626
16904,554.6608304,593.8724196
16908,668.1156824,323.6422978
13873,449.4947226,192.742696
12543,263.7870438,363.7211484
13872,470.053083,193.1123484
11213,454.1580298,204.472051
11216,487.18505,211.6660554
16900,576.5698438,351.4230974
13876,586.1097192,359.0436238
19143,317.6709898,387.6490326
19145,153.4031502,519.4869828
19141,234.5134172,380.6114196
12517,269.4740038,385.0472484
13849,311.6143774,333.1821732
12513,473.1666936,195.7425674
19155,442.2865008,187.766606
19154,505.952018,644.0456242
19157,229.2387618,377.4125046
19156,505.3691046,584.57424
19151,580.2805852,354.8068386
12528,456.5181182,190.894434
12527,467.2238204,234.0158082
13850,515.8757632,277.4499652
12524,401.9233022,368.9958038
12523,235.3664612,421.6570534
13854,333.8930432,339.2103508
16099,324.8081246,326.6421692
10790,517.04159,619.2220438
19123,517.8519818,592.1236794
16095,333.3954342,358.6171018
16094,277.2367042,406.003696
13826,285.0989264,307.7188098
13825,568.0251864,348.138878
13828,252.4842108,399.0656048
10791,272.3885708,371.6828924
10796,515.4208064,626.7430484
13820,456.2195528,205.9790954
19137,666.0825942,316.6189022
19138,558.556398,571.1245796
19131,291.980148,390.6062518
13838,501.2744934,645.2683206
12504,453.2196814,186.700301
12508,566.447055,314.3583356
12509,268.23709,348.6507044
13834,501.2318412,603.1705992
11180,509.6058898,630.3827028
11182,396.5064728,379.1612448
11181,502.7104508,646.3772778
15542,321.9930794,336.7933928
16872,256.1238652,369.3796736
11186,262.4363908,309.2827238
16871,267.2703068,393.6203406
19908,294.1269754,362.498452
19907,492.943097,215.917058
14214,280.890576,363.0102784
19903,449.9496794,180.9138192
14212,274.6633548,321.9930794
16875,641.017318,556.992484
19906,581.0341074,361.9724082
14213,337.3905236,318.2396858
14218,436.8270192,418.3159644
14219,236.7882012,708.3651418
16879,255.6262562,357.4370576
11191,233.6603732,390.7057736
11193,261.8961296,378.208679
11192,258.4555188,332.9831296
11197,152.9197586,220.7794088
15550,427.9127094,180.7005582
11199,269.1043514,381.7203768
16888,461.096121,187.553345
19914,470.7213008,209.3628366
14226,330.0543452,413.6384398
19917,562.6225744,567.6128818
19916,237.6270278,376.9006782
16885,510.2030206,241.8211608
14224,517.8804166,262.5216952
19911,580.4796288,368.1427598
19910,557.1488754,587.5741114
14228,305.7425912,506.4638444
19912,543.8698238,289.6200596
15558,483.6164826,498.7580136
12490,566.09162,566.233794
11160,659.9122426,200.0077874
16851,458.3521628,201.9555712
12492,288.4826676,408.491741
12493,326.6990388,396.90456
11166,238.3663326,378.5783314
15524,517.0131552,591.0147222
11165,498.1608828,304.2355468
12496,402.0086066,373.2894586
16858,300.6101098,335.8834792
11169,198.6713518,183.9705602
15525,276.6680082,367.8015422
16856,484.4553092,645.1830162
11171,551.2628718,291.2977128
11170,443.0115882,201.7280928
16862,529.6382064,255.2139516
14200,360.5222334,324.9360812
11172,465.0485582,185.1932566
11175,492.5450098,655.0498918
11176,254.2471684,714.1089714
16865,558.3857892,529.7945978
15533,375.8770254,333.1253036
11179,541.140083,309.0978976
15532,334.4475218,296.1600636
15539,238.522724,767.196743
14207,518.7050258,592.4933318
14205,473.2662154,210.372272
15536,256.8063004,368.8109776
12472,309.5812892,352.3187936
12473,272.2321794,376.2466778
12470,276.5258342,657.6374586
15507,461.878078,633.6669222
11144,278.757966,384.6633786
11143,492.5592272,495.573316
16832,214.2678396,352.1624022
12474,275.0187898,346.9730512
15500,515.5203282,234.9399392
16831,380.0285062,485.2941358
15506,246.8825552,706.914967
16837,657.5663716,245.5461196
11148,510.9423254,637.5198376
15504,363.5221048,320.5286872
12478,461.3378168,677.5276012
11149,269.943178,355.034317
12480,284.0610562,347.0441382
11150,334.4759566,333.8361736
11153,449.651114,198.2306124
15519,529.4391628,281.530359
15518,256.6356916,359.5554502
16849,509.7338464,641.2732312
15513,287.1177972,407.7950884
11154,301.932328,363.6074092
15512,535.9222972,281.7862722
12488,463.2571658,670.6321622
16842,382.9288558,338.5563504
12486,367.7020204,321.6376444
15510,310.0788982,332.2722596
16841,559.1108766,529.7235108
16848,287.999276,339.821699
15515,319.064295,349.6885746
13781,297.4680644,381.1658982
19089,447.7601998,180.657906
13782,467.7498642,652.391238
11120,564.6414452,311.4864208
19085,279.5825752,376.2040256
19083,497.13723,233.2338512
19082,567.4280556,349.702792
11129,458.3095106,195.799437
16817,114.1631262,822.4882116
19090,481.5833944,201.628571
16811,449.3809834,203.3488764
13785,566.0489678,563.7741838
16810,472.4416062,214.7370138
13786,489.1612686,231.8121112
13783,301.8328062,448.4710698
11123,470.0957352,186.9704316
16815,215.4052316,755.89391
12458,501.260276,646.988626
13789,470.3658658,646.5905388
16812,302.9844156,331.5613896
12457,323.2157758,353.399316
11130,490.8957914,635.401445
19095,393.1796012,355.603013
19097,384.4216828,346.2763986
19092,317.8273812,270.3981348
19091,463.5272964,675.3381216
16829,506.6202358,258.711432
16827,460.9823818,680.6554292
16822,289.4778856,344.8404412
13796,465.1196452,673.1344246
13797,364.986497,477.2897396
12463,435.4621488,167.8338112
13794,278.118183,387.5352934
11137,497.990274,613.648823
12469,498.1040132,642.9935366
16825,374.15672,337.1061756
11136,253.4652114,387.6063804
16824,508.9234546,635.1597492
16823,488.1660506,215.3199272
11138,269.7583518,374.796503
17321,259.1663888,413.1550482
18653,519.9988092,276.3978776
19986,293.3876706,662.627766
17324,372.5075016,342.807353
19982,371.6971098,342.2102222
18651,268.8200034,396.1368204
17320,490.3981824,235.0678958
14290,470.763953,671.8975108
18656,255.7542128,401.8948674
17325,499.6821446,222.1869314
19988,638.1311858,668.9829438
17327,490.170704,242.3329872
17328,353.9395772,462.9017308
19995,468.7877344,663.3955056
16000,516.2880678,612.0706916
18664,215.1919706,432.3343208
19994,507.1747144,617.3879992
19996,290.0750164,366.6499328
19990,344.1153538,572.205102
16002,474.7874772,218.1634072
19993,485.0382226,202.3110062
19992,364.4320184,328.7747792
10701,267.1850024,405.3354782
10703,519.4158958,624.4824818
10705,384.1231174,619.40687
10704,446.9213732,196.6666984
18667,429.5903626,172.26964
17336,482.0383512,228.1724568
17338,512.634196,585.0576316
19962,300.3541966,367.1048896
19961,536.8464282,287.9424064
17300,467.0532116,666.1678986
19964,653.0736732,555.4854396
14276,250.4369052,390.5493822
19969,475.6547386,216.3009278
14278,560.40466,525.643117
19966,446.6938948,429.6898844
19965,306.0980262,424.5005334
17304,533.7186002,267.952742
17306,286.0230574,323.1446888
14288,264.7396096,346.4754422
18640,282.2980986,372.5075016
14280,445.0873286,194.6478276
17318,343.0348314,467.8636034
17319,392.8241662,357.5081446
18645,153.78702,197.9604818
17314,542.775084,282.0706202
17315,491.9620964,606.5969926
19976,519.1599826,635.1028796
18646,442.5708488,680.3568638
17316,506.2221486,651.9078464
18648,560.3477904,567.2574468
19942,628.2074406,614.1037798
15580,521.3352448,262.0383036
19941,468.346995,456.2053354
15586,277.7485306,407.56761
14254,554.0636996,531.472251
14255,383.4548996,620.5584794
18616,512.2503262,275.1040942
19948,245.3328586,390.5635996
14256,286.5633186,690.0531306
14257,244.5935538,322.5049058
15587,357.877797,365.8111062
18613,393.0800794,373.019328
19946,410.3542204,483.915048
19945,489.8294864,603.4975994
14261,485.692223,215.5189708
15595,311.7565514,350.769097
14263,296.6861074,415.0601798
18627,489.8294864,511.0276298
15598,289.2930594,401.6531716
18625,356.3565352,391.715209
19957,531.0741638,276.6680082
18626,549.0876096,288.3404936
15560,488.7205292,659.5283728
15564,480.6734808,216.7132324
16894,311.813421,359.6834068
15563,544.1399544,282.4687074
14233,492.0616182,607.32208
14231,249.1431218,362.3989302
15561,242.9727702,390.0944254
19929,437.5094544,690.0957828
14236,241.5510302,386.5685102
15568,295.0937586,357.1953618
19925,314.8843794,346.1200072
15566,315.6663364,372.8345018
16896,271.7487878,400.3451708
15571,453.703073,658.3056764
15570,247.124251,723.5919772
19931,490.4692694,655.2915876
18600,461.2098602,670.4757708
19930,550.7510454,539.4055602
15575,464.3234708,661.9453308
14241,636.1549672,540.8983872
18609,464.0391228,663.9926364
18605,539.0359078,604.8909046
18607,302.4015022,299.3447612
15577,512.4351524,274.5922678
19938,457.0015098,197.7330034
18608,288.5111024,326.812778
15576,531.6286424,596.4031168
18601,256.365561,368.6688036
19933,304.0507206,346.1626594
18603,383.326943,360.8065814
14249,499.8954056,218.2344942
18604,483.3605694,502.255494
16198,572.4752326,353.2713594
19224,453.5324642,207.3581832
16195,280.2365756,411.6337864
19221,377.2703306,344.4565714
19223,303.638416,420.2353134
19222,453.7457252,176.1367728
16199,488.2797898,205.0549644
16194,514.3687188,623.3593072
16193,476.948522,232.69359
16191,257.147518,403.9563904
13925,454.9542042,657.8933718
10898,496.3979252,652.7751078
13924,380.7535936,353.754751
13929,476.0386084,224.447498
10891,469.8256046,203.0929632
13921,282.738838,376.9717652
19229,509.293107,642.7376234
19228,662.0164178,248.759252
10894,296.8282814,270.5971784
13922,300.510588,302.216676
10897,343.6746144,294.7098888
10896,479.0242624,654.666022
19236,474.602651,190.2404336
19238,452.6794202,189.2309982
19237,503.8336254,242.0486392
19232,568.8924478,345.7787896
19231,272.004701,353.7263162
19230,375.080851,334.8740438
13936,275.7154424,312.7233346
12605,465.7452108,666.2389856
12603,288.9376244,377.426722
13934,258.2280404,399.6627356
13935,447.873939,174.188989
12604,499.3977966,225.7412814
13939,514.7241538,277.6490088
12601,435.6327576,184.0842994
12602,462.6173828,588.3845032
19202,252.2993846,306.2402002
16174,470.692866,191.960739
19205,328.1776484,274.6064852
19204,434.3816264,189.2309982
16179,239.8307248,363.209322
16177,222.457062,409.7570896
13903,233.0774598,375.2088076
10877,495.6301856,653.9978042
10876,273.7534412,313.235161
10879,261.9529992,349.6174876
13901,253.5505158,382.7013774
13902,452.2528982,675.8357306
13905,454.4708126,656.087762
13906,520.4253312,627.652962
10870,292.9184964,329.2155186
10873,474.6310858,649.8463234
